DateTime,"Melter Gas Flow Valve Opening  _DB885,DD670,QC","Header Gas Pressure -Gail_DB1367,DD0,QC","ThermoCouple Flue Pass left Inner _DB872,DD0,QC","ThermoCouple Flue Pass left outer _DB874,DD0,QC","ThermoCouple Flue Pass Right Inner _DB876,DD0,QC","ThermoCouple Flue Pass Right outer _DB879,DD0,QC","Glass level_DB1177,DD0,QC","Fibber Optic Thermometer -Distributer-zone -2_DB719,DD134,QC","Fibber Optic Thermometer -Distributer-zone -6_DB731,DD134,QC","High Pressure M/C-61_DB668,DD134,QC","High Pressure M/C-65_DB691,DD134,QC","ThermoCouple Regenratore Right_DB868,DD0,QC","ThermoCouple melter bottom -2_DB858,DD0,QC","Melter Gas Flow Setpoint _DB885,DD726,QC","Fiber Optic Thermometer -F/H65- Middle_DB189,DD134,QC","ThermoCouple melter Crown -1_DB845,DD0,QC","Throat cooling blower Pressure _DB837,DD134,QC",chem_comp_SiO2,chem_comp_Al2O3,chem_comp_Fe2O3,chem_comp_CaO,chem_comp_MgO,chem_comp_Na2O,chem_comp_K2O,chem_comp_SO3,physical_test_density_gm_cc,physical_test_seed_count_result,,"Melter Gas flow_DB885,DD134,QC"
38:57.4,46.98216248,1.904296875,457.5,523.1000366,150.6999969,149.1999969,-0.10185194,1330.222778,1371.021362,41.01562881,39.83724213,1297.300049,1259.900024,815,1257.060181,1483.099976,250.3978577,70.15,2.32,0.014,8.6,1.69,13.34,1.18,0.248,2.5071,6,,796.7665405
58:57.4,5,1.917317748,110.5,108.8000031,480.8000183,509.7000122,-0.050925732,1330.121582,1370.920166,40.98958588,39.97613144,1344.599976,1260,800,1256.698486,1475,250.5606232,70.63,2.08,0.0137,8.55,1.76,13.36,1.08,0.22,2.5042,14,,114.2035599
07:57.4,45.50873184,1.912326455,391.1000061,536.2000122,267.3000183,261.6000061,0.023726463,1329.933472,1371.151611,41.03516006,39.8719635,1311.200073,1259.900024,800,1256.84314,1477,251.0217743,70.58,2.04,0.013,8.49,1.75,13.36,1.1,0.241,2.5057,9,,800.4014893
19:57.4,5,1.924696207,472.1000061,557.7999878,147.1999969,143.5,-0.082175732,1329.615112,1371.050293,40.96354294,40.16493225,1297.700073,1259.900024,800,1256.987793,1483.900024,250.3707275,70.52,2.07,0.013,8.51,1.72,13.35,1.11,0.243,2.5067,7,,69.76996613
31:57.4,46.63707352,1.903211832,174.8000031,150.6999969,423.8999939,467.3000183,0.043402672,1329.600708,1371.267334,40.915802,39.822052,1336.800049,1260.300049,800,1257.146973,1475.099976,250.913269,70.55,2.04,0.013,8.43,1.76,13.37,1.1,0.243,2.5061,7,,801.1610718
55:57.4,45.86042404,1.904730916,452.8999939,558.7000122,187.4000092,180.4000092,-0.027777672,1330.251709,1371.122681,40.94184113,40.23003769,1301.700073,1260.400024,800,1257.146973,1485,248.7431335,70.72,2.15,0.016,8.36,1.83,13.23,1.09,0.245,2.5065,12,,800.2387695
02:57.4,46.59029007,1.905164957,424.1000061,460.3000183,171.5,175.6999969,0.055555344,1330.46875,1371.339722,40.87891006,39.63541794,1302,1260.5,800,1257.045654,1486.700073,249.846283,71.15,2.05,0.016,8.27,1.8,13.33,1.05,0.249,2.5067,6,,788.3029785
14:57.4,47.1917305,1.90646708,158.6000061,137.8000031,438.3999939,478.7000122,0.03125,1330.46875,1371.411987,40.98524475,39.921875,1340.800049,1260.5,800,1256.87207,1476.5,248.8787537,71.04,2.05,0.016,8.22,1.9,13.3,1.05,0.24,2.5076,10,,792.1549683
26:57.4,45.62387466,1.903645873,281.3000183,455,354.1000061,356.1000061,0.020255089,1330.005737,1371.296265,41.00911713,39.9500885,1323.099976,1260.400024,800,1256.915527,1476.400024,250.7324219,70.95,2.06,0.016,8.29,1.9,13.28,1.06,0.242,2.5087,8,,802.300354
38:57.4,45.8768158,1.906033039,460.3999939,562.6000366,175,169,0.012152672,1329.484985,1371.368652,41.09809113,40.04340363,1301.800049,1260.400024,800,1257.045654,1484.099976,249.466507,70.83,2.1,0.015,8.39,1.84,13.22,1.08,0.238,2.5067,11,,796.2782593
50:57.4,46.82197189,1.905381918,237.6999969,207.3000031,360.3999939,408,0.035301208,1329.369141,1371.296265,40.98090363,39.978302,1329.099976,1260.400024,800,1257.21936,1477.200073,250.0632935,71.02,1.97,0.016,8.25,1.84,13.24,1.03,0.238,2.5062,10,,797.4718018
02:57.4,46.61554337,1.913194418,114.5999985,109.4000015,478.3999939,508.1000061,0.090277672,1329.745361,1371.426514,41.10894394,40.1736145,1343.599976,1260.599976,800,1257.103516,1473.200073,246.2203369,70.88,2.01,0.015,8.33,1.91,13.23,1.05,0.24,2.5053,13,,799.913208
14:57.4,46.97558594,1.907552123,422.3999939,551,233.4000092,226.6999969,0.043402672,1330.28064,1371.28186,41.05685806,39.99132156,1306.5,1260.800049,815,1256.929932,1474.300049,250.7143402,70.95,1.99,0.014,8.31,1.95,13.23,1.05,0.24,2.5072,11,,812.1202393
28:57.4,47.37683487,1.91427958,324.3999939,308.3999939,267.2000122,301.1000061,0.058448792,1330.714722,1371.325195,40.97439575,40.02387238,1319.300049,1261.099976,815,1256.727417,1477.099976,248.5080261,70.9,2.05,0.014,8.38,1.88,13.22,1.07,0.235,2.5063,9,,816.4605103
42:57.4,48.01556396,1.91427958,120.2000046,112.5,472.3999939,504.3000183,0.03125,1330.251709,1371.296265,40.96137238,39.89800644,1344.5,1261.200073,825,1256.568237,1472.599976,249.8734131,70.96,2.08,0.014,8.37,1.85,13.26,1.06,0.238,2.5056,10,,827.7452393
56:57.4,46.11057663,1.909071207,426.8999939,552,227.5,219.9000092,0.020255089,1329.441528,1371.267334,40.96354294,40.0954895,1307.200073,1261.200073,815,1256.944458,1479.099976,251.672821,70.98,2.02,0.014,8.44,1.85,13.22,1.06,0.233,2.5053,6,,816.18927
58:57.4,46.83958435,1.907769084,371.5,524.5,285.8999939,280.5,0.023726463,1330.107056,1371.339722,41.15668488,40.11285019,1318.099976,1260.300049,810,1256.857666,1480.900024,249.900528,71.16,2.03,0.026,8.47,1.91,13.46,0.69,0.21,2.5021,28,,807.8342285
05:57.4,46.31900024,1.915147543,453.8999939,559.7999878,191.4000092,183.6000061,0.023726463,1329.6875,1371.296265,41.15451431,40.20616531,1306.599976,1260.099976,810,1256.944458,1484.200073,249.1590729,71.31,2.04,0.026,8.33,1.96,13.39,0.57,0.216,2.5018,28,,814.5073853
12:57.4,47.22322464,1.908203125,445.8000183,498.8999939,158.1000061,159.4000092,-0.050925732,1329.354736,1371.310791,40.76172256,39.85677338,1303.700073,1260.300049,810,1257.146973,1484.900024,252.0887604,71.54,1.99,0.0275,8.22,1.96,13.48,0.5,0.24,2.502,41,,789.5507813
19:57.4,47.93806076,1.904513955,236.6000061,208.8000031,361.3999939,408.8000183,0.003472328,1329.224487,1371.383057,41.24566269,40.4188385,1335.5,1260.400024,810,1257.262695,1476.200073,248.0107117,71.61,1.98,0.0266,8.19,1.96,13.51,0.46,0.24,2.5029,27,,810.9266968
26:57.4,48.03343582,1.908637166,146.5,130.8000031,449.8999939,487,-0.129629612,1329.369141,1371.151611,40.90494919,39.98698044,1347.700073,1260.599976,810,1257.146973,1474.800049,249.8191528,71.56,1.98,0.0258,8.18,1.95,13.5,0.44,0.23,2.5045,26,,807.291687
33:57.4,46.77213287,1.905381918,136.3000031,185.8000031,454.5,474.2000122,-0.050925732,1329.673096,1371.484375,40.91797256,39.8611145,1345.900024,1260.900024,810,1257.045654,1475.200073,249.5207672,71.69,1.96,0.025,8.18,1.97,13.51,0.41,0.235,2.5035,22,,816.0807495
40:57.4,47.09983826,1.900824666,378.2000122,526.6000366,279.1000061,272.5,-0.059027672,1330.020264,1371.310791,40.88541794,39.665802,1316.900024,1260.900024,810,1256.973389,1476.800049,250.4249878,71.61,1.99,0.0254,8.19,1.97,13.47,0.41,0.239,2.5027,25,,804.1992188
47:57.4,46.24692917,1.908203125,456.5,558.7999878,188.4000092,180.6000061,0.024305344,1330.367432,1371.383057,40.82682419,40.10850906,1306.099976,1261,810,1256.828735,1479.700073,250.6148682,71.59,2.03,0.025,8.17,1.94,13.48,0.41,0.235,2.5035,30,,814.453125
54:57.4,47.73817444,1.905381918,431,469.7000122,168.9000092,173.6999969,0.071180344,1330.598877,1371.28186,40.9657135,40.11502075,1305.099976,1261.200073,810,1256.799805,1480.900024,250.66008,71.4,2.01,0.025,8.21,1.94,13.49,0.41,0.231,2.5032,24,,797.1463013
01:57.4,47.59587479,1.91796875,230.1000061,199.4000092,369,415.6000061,-0.035300732,1330.700195,1371.223877,40.88541794,40.28863144,1336,1261.400024,810,1256.886597,1474.400024,247.8841095,71.56,2.01,0.0252,8.15,1.97,13.49,0.4,0.225,2.5018,26,,811.848999
07:57.4,47.65992355,1.916015625,152.3000031,133.6000061,445.3999939,482.5,0.03182888,1330.570068,1371.223877,40.837677,40.02170181,1344.599976,1261.300049,810,1256.944458,1473.700073,251.2749481,71.55,2.01,0.025,8.19,1.98,13.48,0.39,0.229,2.5022,40,,811.3064575
16:57.4,46.85519409,1.909288168,196.6000061,319.7000122,412.8999939,422.5,0.231481552,1330.164917,1371.614502,40.97656631,39.82855988,1335.900024,1261.5,810,1257.262695,1474.800049,250.6691284,71.55,2.02,0.0252,8.15,1.99,13.46,0.4,0.223,2.5017,40,,808.8650513
26:57.4,46.74510193,1.907769084,437.2000122,552.7999878,215.4000092,207.1999969,0.020255089,1329.586182,1371.28186,40.81380463,39.55729294,1309.700073,1261.800049,810,1257.19043,1482.300049,249.7920227,71.68,2.04,0.025,8.07,2.08,13.59,0.4,0.24,2.5018,26,,810.8724365
37:57.4,47.47207642,1.911892414,376.8999939,381.3999939,215.8000031,235.1000061,0.023726463,1329.296875,1371.354126,40.86371613,39.76128769,1315.900024,1261.599976,810,1257.118042,1482.300049,250.0361633,71.54,2.1,0.0262,8.1,2.1,13.47,0.4,0.227,2.5017,22,,811.6862183
45:57.4,46.79564285,1.912326455,192.1999969,166.1999969,406.3999939,450.8000183,0.035301208,1329.49939,1371.325195,41.38238144,40.16927338,1343.400024,1261.5,800,1257.089111,1478.800049,251.4738922,71.41,2.14,0.028,8.09,2.11,13.51,0.39,0.222,2.5088,19,,802.2460938
52:57.4,46.85417175,1.908420205,127.0999985,117.4000015,466,497.8999939,0.020255089,1329.788818,1371.354126,41.31076431,40.6423645,1350.900024,1261.599976,800,1256.958862,1480.700073,252.1430054,71.46,2.13,0.0279,8.12,2.11,13.53,0.38,0.222,2.5015,25,,798.2313843
00:57.4,45.90606308,1.913411498,292.8000183,460.3000183,345.8000183,345.8000183,0.06307888,1330.237305,1371.571167,40.91797256,39.85677338,1326.300049,1261.700073,800,1256.785278,1479.700073,248.8787537,71.5,2.05,0.0266,8.17,2.09,13.5,0.38,0.226,2.5013,26,,799.3164063
07:57.4,45.4319458,1.918402791,430.7000122,545.9000244,222.8000031,215.4000092,-0.00752306,1330.65686,1371.498779,41.08073044,40.27127075,1311.800049,1261.700073,790,1256.886597,1484.700073,248.6074982,71.51,2.03,0.0264,8.25,2.1,13.5,0.39,0.223,2.5009,24,,791.2869263
15:57.4,45.20215988,1.912760377,471.8999939,561.2000122,152.8000031,148.5,-0.027777672,1330.830444,1371.657959,40.90929031,39.62022781,1302.599976,1261.700073,790,1257.074707,1488.300049,252.8211823,71.38,2.06,0.027,8.25,2.07,13.47,0.39,0.218,2.5013,21,,793.185791
22:57.4,46.47177887,1.914930582,275.8000183,249.1999969,320.2000122,363.5,0.019676208,1330.714722,1371.744751,41.11762238,39.87413406,1332,1261.700073,790,1257.262695,1481.700073,250.1627655,71.4,2.08,0.027,8.24,2.07,13.47,0.41,0.217,2.5035,22,,786.6210938
36:57.4,45.55230713,1.906684041,114.8000031,111.2000046,475.8000183,505.8000183,-0.03182888,1329.6875,1371.918457,40.92882156,40.08463669,1351.300049,1262,790,1256.857666,1478.800049,246.7086182,71.44,2.04,0.025,8.29,2.03,13.5,0.42,0.212,2.5026,28,,788.4657593
45:57.4,45.51606369,1.916015625,379.3999939,528.2000122,276.2000122,271,0.012152672,1329.050903,1371.918457,40.84201431,40.16276169,1317.400024,1262,800,1256.655029,1479.700073,250.2350922,71.92,1.87,0.035,9.23,2.11,13.58,0.5,0.132,2.5038,21,,801.0525513
52:57.4,46.2338829,1.912326455,454.8999939,557.1000366,186.9000092,180,-0.027777672,1328.964111,1371.990723,41.06554031,40.056427,1307.099976,1262.400024,810,1256.640625,1481.800049,248.8245087,71.43,2.05,0.025,8.31,2,13.5,0.42,0.209,2.5022,21,,808.9193115
00:57.4,47.1423912,1.907118082,382.8999939,394.1000061,209.6000061,227.6000061,0.132523537,1329.267944,1372.193237,41.01128769,40.11935806,1314.200073,1262.400024,810,1256.770874,1481.300049,251.5190887,71.58,2.05,0.025,8.26,1.97,13.52,0.4,0.209,2.504,17,,807.6171875
07:57.4,47.94965744,1.908420205,208.6000061,181.1000061,389.3999939,437,0.019676208,1329.730957,1372.222168,40.97656631,39.99132156,1337,1262.5,820,1256.901001,1474.400024,248.2819672,71.56,2.06,0.026,8.29,1.93,13.46,0.39,0.207,2.504,19,,818.0881348
15:57.4,48.16217804,1.915147543,127,116.2000046,467.1000061,500.3999939,-0.019675732,1330.30957,1372.482666,40.84201431,39.7048645,1347,1262.700073,830,1256.987793,1473.599976,249.5659637,71.58,2.04,0.026,8.36,1.92,13.44,0.37,0.205,2.5026,16,,833.8759155
22:57.4,47.47499847,1.913411498,247.6999969,410.7000122,379.1000061,385.2000122,0.116319656,1330.714722,1372.598389,41.09158325,40.01953506,1328.599976,1262.700073,830,1257.161499,1472.300049,252.1339722,71.67,2.04,0.026,8.35,1.9,13.47,0.37,0.208,2.5038,15,,827.8537598
30:57.4,47.45888138,1.904296875,430.7000122,553,224.8000031,217.4000092,0.039351463,1330.917236,1372.49707,41.20660019,40.31250381,1309.5,1262.900024,830,1257.161499,1478.200073,249.2133179,71.48,2.06,0.026,8.29,1.92,13.37,0.38,0.204,2.5033,19,,828.5048218
37:57.4,47.34527969,1.911675334,471.3999939,569.7000122,159.1999969,153.8000031,0.167823792,1330.859375,1372.714111,41.05469131,39.99783325,1301.300049,1262.900024,830,1257.132568,1483.200073,250.967514,71.44,2.06,0.0267,8.27,1.94,13.45,0.37,0.202,2.5033,30,,831.3259888
45:57.4,47.5220108,1.909505248,280.2000122,256.3999939,316.2000122,359.6000061,-0.043402672,1330.410889,1372.583862,41.02864838,40.01519394,1328.599976,1263.099976,820,1256.857666,1477.700073,250.054245,71.24,2.07,0.0265,8.41,1.97,13.44,0.38,0.2,2.5066,21,,822.2114258
52:57.4,47.51806259,1.914713502,165.8000031,143.9000092,433.3999939,473.3999939,0.03125,1329.947876,1372.800903,41.11979294,40.30816269,1343.400024,1263,820,1256.799805,1476.800049,249.3760834,71.39,2.05,0.026,8.31,1.92,13.53,0.37,0.202,2.504,28,,817.057312
00:57.4,48.07323837,1.917317748,112,112.2000046,478.7000122,505.1000061,-0.122106552,1329.224487,1372.612793,41.26085281,40.51215363,1347.300049,1263.300049,820,1256.611694,1477.400024,252.1158905,71.37,2.05,0.026,8.31,1.95,13.46,0.37,0.203,2.5042,26,,215.6575623
07:57.4,47.57952499,1.909505248,355.7000122,515.9000244,298.5,294,-0.066550732,1329.108765,1373.017944,41.00260544,39.97613144,1317.300049,1263.200073,820,1256.857666,1480.700073,251.5010071,71.37,2.06,0.026,8.39,1.92,13.39,0.37,0.198,2.5033,21,,818.9561768
15:57.4,47.58193588,1.913845539,455.8000183,561,188.4000092,181.1999969,0,1329.658569,1373.524292,40.90060806,39.82421875,1305.099976,1263.099976,820,1257.407471,1488.300049,250.9494324,71.45,2.04,0.0257,8.4,1.84,13.36,0.37,0.201,2.5029,19,,823.1879883
22:57.4,48.704319,1.908420205,432.1000061,473.3000183,167.8000031,173,0.04745388,1330.410889,1374.074097,40.95052338,40.00651169,1305.5,1262.900024,820,1257.899292,1490.800049,250.054245,71.54,2.05,0.0258,8.37,1.83,13.52,0.38,0.197,2.5047,17,,802.4088745
30:57.4,49.31776047,1.902126789,212.4000092,185.1999969,387.1000061,433.8999939,0.043402672,1331.06189,1374.348877,40.97439575,39.96744919,1347.300049,1262.700073,820,1257.884766,1482.5,250.1356354,71.42,2.07,0.025,8.17,2.06,13.47,0.39,0.236,2.5038,21,,815.8637695
37:57.4,48.56927872,1.912760377,136.5,123.0999985,461.3999939,494.8999939,0.023726463,1331.163208,1374.594971,40.98741531,40.02604294,1360.300049,1262.700073,820,1257.291626,1481.800049,250.3255157,71.49,2.04,0.025,8.36,1.8,13.49,0.37,0.195,2.5026,22,,824.0560303
45:57.4,47.72596741,1.913628459,239,396.1000061,385.3000183,390.8999939,0.191551208,1330.700195,1374.667236,41.31510544,40.82899475,1339.900024,1262.800049,820,1256.553833,1480.300049,248.7792969,71.37,2.04,0.025,8.41,1.84,13.47,0.37,0.194,2.5031,20,,826.0634155
52:57.4,47.73841476,1.911024332,418.8999939,548.2000122,242.4000092,235,0.07870388,1329.87561,1374.594971,41.10243225,40.14105988,1319,1262.900024,820,1256.163208,1486.300049,247.947403,71.46,2.02,0.0241,8.23,1.95,13.47,0.36,0.195,2.5029,18,,819.7157593
06:57.4,47.51616287,1.90234375,344.2000122,333.6000061,250.5,279.5,0.06307888,1328.31311,1374.450195,41.00911713,40.27560806,1327.700073,1263.099976,810,1256.192139,1486.300049,248.4718628,71.63,2,0.0241,8.12,1.99,13.57,0.36,0.199,2.5041,20,,808.159729
20:57.4,44.20226669,1.918402791,129.1000061,118.0999985,465.8000183,497.1000061,0.051505089,1329.484985,1374.421265,41.03081894,40.02604294,1353.200073,1263.200073,790,1257.016846,1481.200073,250.2622223,71.54,2.01,0.025,8.13,1.96,13.55,0.36,0.198,2.5025,36,,792.4804688
34:57.4,43.42510605,1.906901002,416.8999939,545.2999878,236.8000031,229.3000031,0.043402672,1330.815918,1374.638306,40.98090363,39.8719635,1315.300049,1263.200073,800,1257.711182,1482.5,250.3074341,71.38,2,0.0227,8.14,2.03,13.53,0.38,0.2,2.5025,19,,799.9674683
47:57.4,46.97063065,1.908420205,361.8999939,361,230.1000061,253.1999969,0.112268448,1330.888306,1374.782959,41.11328506,39.98698044,1319.800049,1263.200073,800,1256.944458,1482.900024,249.9547882,71.21,2.01,0.021,8.21,2.09,13.46,0.41,0.199,2.504,37,,798.8823853
01:57.4,46.65116882,1.917317748,132.3000031,121.4000015,462.8000183,495.7000122,0.03125,1330.28064,1374.681641,40.9548645,39.90885544,1350.400024,1263,800,1256.712891,1476.900024,250.0994568,71.52,1.97,0.021,8.3,1.98,13.49,0.38,0.202,2.5049,37,,800.9440308
15:57.4,45.8324585,1.912109375,409.8000183,541.7000122,245.1999969,238.4000092,0.019676208,1329.267944,1374.667236,40.88541794,39.75911713,1314.300049,1262.900024,800,1257.016846,1481.700073,251.0308075,71.56,1.97,0.021,8.44,1.86,13.47,0.37,0.2,2.5054,21,,801.4865723
29:57.4,46.60273361,1.912109375,349.5,344.8999939,243.5,270.5,0.066551208,1329.06543,1374.855347,41.0329895,39.93055725,1319.599976,1262.800049,800,1257.277222,1482.700073,249.9095764,71.7,1.94,0.021,8.37,1.86,13.58,0.36,0.2,2.5046,21,,804.1992188
43:57.4,46.340271,1.903862834,129.5,119.0999985,464.6000061,496.6000061,-0.043402672,1329.918945,1374.754028,41.09809113,40.16927338,1347.099976,1262.900024,800,1257.060181,1477.300049,250.1175537,71.5,2,0.024,8.4,1.88,13.5,0.36,0.202,2.5052,18,,800.2929688
57:57.4,45.26874924,1.909071207,413.3999939,543.4000244,239.8000031,232.4000092,0.059027672,1330.758057,1374.869751,41.21310806,40.1063385,1312.200073,1262.700073,800,1256.828735,1482.300049,251.2478333,71.49,2.01,0.0235,8.43,1.91,13.48,0.36,0.199,2.5039,20,,799.262207
11:57.4,45.40543747,1.905381918,336.3000183,326.7000122,256.1000061,285.7000122,0.070023537,1330.772583,1375,41.09809113,40.0173645,1319.900024,1262.800049,790,1256.973389,1481.900024,248.7521667,71.44,2.03,0.0245,8.26,2.05,13.44,0.36,0.199,2.5034,20,,790.2561035
25:57.4,45.09411621,1.908203125,127.7000046,119.0999985,465.6000061,496.8000183,0.004051208,1329.904541,1375.086792,41.03949738,40.21050644,1345.300049,1262.5,790,1257.21936,1478,249.773941,71.36,2.05,0.025,8.34,2,13.4,0.36,0.202,2.5047,20,,790.0933228
39:57.4,44.14925003,1.911892414,416.8000183,544.1000366,234.5,227.3000031,0.01620388,1329.210083,1375.173584,41.06119919,39.98046875,1310.599976,1262.700073,790,1257.016846,1482.400024,250.8680573,71.54,2,0.026,8.33,1.86,13.48,0.35,0.204,2.5049,19,,792.4804688
52:57.4,45.25483704,1.911675334,355,355,235.8000031,260.2000122,0.023148537,1329.513916,1375.260376,41.63411713,39.98263931,1316.400024,1262.800049,790,1256.901001,1481.599976,248.7521667,71.46,2.03,0.028,8.43,1.84,13.44,0.37,0.2,2.5028,22,,791.9921875
05:57.4,44.49603271,1.910590291,138.3000031,125.5,456.8999939,490.8000183,0.055555344,1330.034668,1375.303833,40.38628769,39.85894394,1339.800049,1262.700073,790,1256.799805,1473.700073,249.7015991,71.61,2.03,0.0275,8.37,1.81,13.47,0.36,0.201,2.5026,15,,793.7283325
18:57.4,44.37674332,1.902777791,378.8999939,526.1000366,274.3999939,268.7000122,-0.05497694,1330.483154,1375.072266,40.93750381,39.96961975,1312.400024,1262.5,790,1256.973389,1478.400024,252.0254669,71.81,2.01,0.023,8.23,1.86,13.54,0.34,0.202,2.5045,19,,790.9614258
44:57.4,47.8383255,1.901909709,159.5,139.1000061,438.8000183,477.7000122,-0.018518448,1330.078125,1375.217041,40.94618225,39.93272781,1341.200073,1262.700073,810,1257.118042,1477,248.4176025,71.72,1.91,0.0238,8.2,1.85,13.54,0.35,0.196,2.5024,19,,812.8798218
45:57.4,47.89306259,1.901692748,150.6000061,132.3000031,447.1000061,483.8999939,-0.046875,1330.020264,1375.217041,40.93099213,39.98698044,1342.599976,1262.800049,810,1257.103516,1477.099976,250.5696564,72.29,1.73,0.0253,9.93,1.73,13.47,0.35,0.185,2.5024,19,,811.7947388
46:57.4,47.89144135,1.90256083,142.3000031,126.8000031,454.3000183,489.3999939,0.008101463,1329.947876,1375.260376,41.10026169,40.00434113,1343.900024,1262.300049,810,1257.146973,1477.099976,250.0271301,71.72,1.91,0.0238,8.2,1.85,13.54,0.35,0.196,2.5004,17,,807.9970093
47:57.4,47.44132614,1.914930582,135,121.8000031,460.8000183,493.8999939,0.008101463,1329.918945,1375.260376,41.02430725,39.98046875,1345.099976,1262.5,805,1257.161499,1477.200073,250.0813751,72.29,1.73,0.0253,9.93,1.73,13.47,0.35,0.185,2.5004,17,,809.1905518
12:57.4,5,1.973090291,463.3999939,553.1000366,149.1000061,145.5,-0.114004612,1329.49939,1374.985596,41.09592056,40.08463669,1299.900024,1262.900024,795,1256.799805,1486.700073,250.5606232,71.72,1.91,0.0238,8.2,1.85,13.54,0.35,0.196,2.5004,17,,82.1940155
13:57.4,46.85477066,1.904296875,432.7000122,485.8000183,163.8000031,166.1999969,0.04745388,1329.52832,1375.245972,41.05469131,39.95660019,1303.900024,1263.099976,795,1256.886597,1486.099976,249.0505676,71.72,1.91,0.0238,8.2,1.85,13.54,0.35,0.196,2.5022,16,,775.824646
34:57.4,44.95335388,1.903645873,142.1000061,197.1999969,450,469.1000061,0,1330.454346,1375.245972,41.02213669,39.98263931,1337.300049,1263.300049,790,1257.03125,1475.5,248.4899445,71.81,1.94,0.036,9.47,2.1,13.53,0.48,0.133,2.5022,16,,799.9674683
35:57.4,44.51203918,1.907118082,181.9000092,291.1000061,420.1000061,432.3999939,0.15567112,1330.526611,1375.419556,41.08724213,40.21701431,1332,1263.300049,790,1256.929932,1474.800049,250.6419983,71.81,1.94,0.036,9.47,2.1,13.53,0.48,0.133,2.5026,15,,794.4335938
04:57.4,46.8248024,1.907769084,196.8000031,171.1999969,402.1000061,447.6000061,0.03125,1329.745361,1375.217041,40.84635544,40.0173645,1339.300049,1263.400024,790,1256.901001,1477.800049,249.4574585,71.77,1.95,0.037,9.55,2.08,13.49,0.45,0.135,2.5026,15,,792.9145508
05:57.4,46.69544983,1.906684041,183.9000092,160,414.8000183,458.8999939,-0.03182888,1329.6875,1375.144653,41.26953506,40.06510544,1340.700073,1263.400024,790,1256.929932,1477.599976,250.7052917,71.77,1.95,0.037,9.55,2.08,13.49,0.45,0.135,2.5026,16,,789.5507813
23:57.4,45.23026276,1.910807252,380.8000183,532.6000366,270.3000183,265.6000061,0,1329.542847,1375.086792,41.161026,39.70269394,1313.900024,1263.5,800,1257.21936,1478.300049,247.8298645,71.72,1.93,0.022,8.24,1.79,13.45,0.35,0.197,2.5026,16,,801.7578125
24:57.4,45.46113968,1.908420205,396.3999939,540,254.3000031,248.8000031,-0.011573792,1329.542847,1375.086792,40.73350906,39.7157135,1312.099976,1263.5,800,1257.277222,1479,251.5643005,72.33,1.72,0.023,9.87,1.74,13.46,0.34,0.18,2.5026,16,,796.6037598
47:57.3,47.68585205,1.904513955,178.4000092,155,419.5,463.5,0.051505089,1330.237305,1374.927612,41.09809113,40.17795181,1341.300049,1263.700073,805,1256.799805,1476.200073,250.3074341,71.72,1.93,0.022,8.24,1.79,13.45,0.35,0.197,2.5056,19,,799.479187
48:57.4,47.78359604,1.905381918,167.4000092,146,430.3000183,472.3000183,0.03182888,1330.237305,1374.927612,41.09375381,40.11719131,1342.300049,1263.700073,805,1256.770874,1476.400024,250.0813751,71.72,1.93,0.022,8.24,1.79,13.45,0.35,0.197,2.5056,15,,801.4865723
11:57.4,46.31295395,1.911675334,446,558.7000122,190,183.8000031,0.104166985,1330.396362,1374.797485,41.04166794,39.99566269,1306.5,1263.300049,805,1257.002319,1485,250.6148682,71.72,1.93,0.022,8.24,1.79,13.45,0.35,0.197,2.5057,19,,804.6875
12:57.4,46.06645584,1.912109375,451.3000183,560.7999878,181.1000061,175.1000061,0.089698792,1330.353027,1374.696167,41.14583588,39.98046875,1305.5,1263.400024,805,1256.987793,1485.700073,250.8228455,71.72,1.93,0.022,8.24,1.79,13.45,0.35,0.197,2.5057,15,,807.508728
31:57.4,47.15416336,1.91015625,153.1999969,136.5,442.8000183,481.8999939,-0.02372694,1329.615112,1374.652832,40.92013931,39.86979294,1345.400024,1263.099976,795,1257.291626,1478.599976,248.8516388,71.69,1.93,0.0229,8.2,1.8,13.46,0.35,0.201,2.4868,15,,796.7665405
32:57.4,47.36228561,1.914496541,144.9000092,130.6000061,450.6000061,487.7000122,0.03125,1329.542847,1374.739502,40.90929031,40.0954895,1346.099976,1263.200073,795,1257.291626,1478.599976,248.9058838,72.29,1.72,0.023,9.91,1.75,13.47,0.35,0.187,2.4868,15,,793.2943115
33:57.4,47.02204895,1.911892414,137.3000031,125.0999985,457.3000183,492.8000183,0.070601463,1329.542847,1374.768555,40.99826431,40.19097519,1347.200073,1263.200073,795,1257.248291,1478.5,247.3415833,71.69,1.93,0.0229,8.2,1.8,13.46,0.35,0.201,2.5002,17,,798.3398438
34:57.4,47.11738968,1.911675334,130.6000061,120.7000046,463,496.8999939,0.035301208,1329.470459,1374.754028,40.94184113,39.921875,1348.099976,1263,795,1257.291626,1478.599976,250.4159393,72.29,1.72,0.023,9.91,1.75,13.47,0.35,0.187,2.5002,17,,794.053833
56:57.4,45.25680161,1.904513955,460.2000122,565.5,162.5,157.9000092,0.074652672,1329.745361,1374.782959,40.97873306,40.12586975,1303.599976,1263.099976,795,1256.684082,1486.5,249.7287292,71.58,1.62,0.025,10.5,2.44,13.66,0,0.125,2.5002,17,,798.0686035
